Trace [timestamp=1438174357, ssid=Universite de Lorraine, signal=42, données GPS=48.669037,6.1549]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=43, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=43, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=28, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=56, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=28, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=25, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=9, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=7, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=42, données GPS=48.669025,6.15493]
Trace [timestamp=1438174375, ssid=Universite de Lorraine, signal=7, données GPS=48.669025,6.15493]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=10, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=43, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=44, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=44, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=25, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=57, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=26, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=25, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=9, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=7, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=28, données GPS=48.669025,6.154935]
Trace [timestamp=1438174377, ssid=Universite de Lorraine, signal=7, données GPS=48.669025,6.154935]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=23, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=42, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=43, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=45, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=25, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=56, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=28, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=25, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=9, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=7, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=28, données GPS=48.669025,6.154937]
Trace [timestamp=1438174378, ssid=Universite de Lorraine, signal=7, données GPS=48.669025,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=10, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=43, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=42, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=44, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=25, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=56, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=28, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=25, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=22, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=7, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=28, données GPS=48.669022,6.154937]
Trace [timestamp=1438174380, ssid=Universite de Lorraine, signal=7, données GPS=48.669022,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=25, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=43, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=42, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=43, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=25, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=56, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=28, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=26, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=22, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=28, données GPS=48.66902,6.154937]
Trace [timestamp=1438174382, ssid=Universite de Lorraine, signal=7, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=10, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=44, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=42, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=44, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=25, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=56, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=28, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=28, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=22, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=28, données GPS=48.66902,6.154937]
Trace [timestamp=1438174383, ssid=Universite de Lorraine, signal=7, données GPS=48.66902,6.154937]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=23, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=44, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=43, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=43, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=25, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=48, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=28, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=28, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=25, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=28, données GPS=48.669022,6.154938]
Trace [timestamp=1438174385, ssid=Universite de Lorraine, signal=7, données GPS=48.669022,6.154938]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=23, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=42, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=44, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=43, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=25, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=56, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=42, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=28, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=25, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=42, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=7, données GPS=48.669027,6.154933]
Trace [timestamp=1438174387, ssid=Universite de Lorraine, signal=7, données GPS=48.669027,6.154933]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=23, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=42, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=42, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=44, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=22, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=46, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=42, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=25, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=25, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=42, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=7, données GPS=48.669028,6.154932]
Trace [timestamp=1438174388, ssid=Universite de Lorraine, signal=23, données GPS=48.669028,6.154932]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=26, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=42, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=42, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=45, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=25, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=46, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=42, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=25, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=25, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=42, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=7, données GPS=48.669045,6.154918]
Trace [timestamp=1438174390, ssid=Universite de Lorraine, signal=23, données GPS=48.669045,6.154918]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=22, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=42, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=28, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=46, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=25, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=46, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=42, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=26, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=25, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=28, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=23, données GPS=48.669067,6.154898]
Trace [timestamp=1438174392, ssid=Universite de Lorraine, signal=10, données GPS=48.669067,6.154898]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=22, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=42, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=42, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=46, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=25, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=45, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=28, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=26, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=25, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=28, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=23, données GPS=48.669075,6.154882]
Trace [timestamp=1438174393, ssid=Universite de Lorraine, signal=10, données GPS=48.669075,6.154882]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=22, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=42, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=42, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=48, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=25, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=45, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=42, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=26, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=25, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=28, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=23, données GPS=48.669087,6.154835]
Trace [timestamp=1438174395, ssid=Universite de Lorraine, signal=10, données GPS=48.669087,6.154835]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=22, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=42, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=42, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=46, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=25, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=44, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=28, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=26, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=25, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=28, données GPS=48.669087,6.154755]
Trace [timestamp=1438174397, ssid=Universite de Lorraine, signal=23, données GPS=48.669087,6.154755]
